329	-2689	-463	-631	-601	140	-202
330	-2679	-490	-671	-738	190	-209
331	-2680	-544	-747	-856	258	-225
332	-2642	-622	-831	-959	317	-251
333	-2657	-693	-871	-1050	391	-277
334	-2908	-943	-815	-1241	676	-196
335	-3207	-1038	-807	-1166	803	-66
336	-3323	-1210	-780	-1085	932	95
337	-3579	-1442	-717	-993	1089	262
338	-3681	-1589	-780	-905	1271	450
339	-5273	-2496	-478	-560	2123	1168
340	-6151	-2319	-393	-145	2426	1341
341	-6841	-2094	-405	621	2638	1579
342	-8035	-1899	-530	1670	2800	1867
343	-8123	-1103	-612	4161	3184	2840
344	-7222	-431	-183	6363	3371	4080
345	-6396	-200	691	8522	3660	5609
346	-5544	-314	1416	10351	4241	7348
347	-4369	-1103	1781	11700	5203	9097
348	-3062	-1398	1359	12246	6638	10519
349	906	-2773	244	11355	8559	11657
350	7652	-4191	-1156	7900	9992	12578
351	22575	-5828	-1973	-463	9464	12352
352	17420	-1363	-1564	-2222	4402	9125
353	6194	5296	-3073	-1301	427	4437
354	752	4313	-831	1792	-1352	-1582
355	506	-960	569	2000	-1091	-4192
356	2326	-1215	-2634	209	-1078	-4289
357	57	-451	-2573	-1405	659	571
358	-274	338	-2758	-86	826	2104
359	792	-1128	-2499	1206	167	145
360	693	-1234	-2557	244	-204	-671
361	534	-849	-2741	-1194	-519	-1151
362	419	-349	-2794	-1545	-524	-1045
363	387	-139	-2747	-1473	-539	-875
364	436	8	-2602	-1213	-572	-734
365	572	-6	-2571	-902	-664	-680
366	730	-339	-2435	-739	-807	-717
367	777	-733	-2230	-892	-956	-844
368	1021	-952	-1977	-1766	-1245	-1254
369	1242	-988	-1891	-2531	-1441	-1634
370	1244	-932	-1798	-3250	-1589	-1967
371	1119	-689	-1662	-3940	-1668	-2316
372	1132	-98	-1660	-4474	-1708	-2657
373	1352	395	-1739	-4818	-1797	-2995
374	1556	781	-1780	-5002	-1886	-3309
375	1505	1272	-1653	-5129	-1968	-3837
376	1246	1433	-1516	-5260	-1950	-4090
377	955	1712	-1307	-5416	-1896	-4232
378	-674	2231	-576	-5931	-1282	-4306
379	-900	2390	-605	-5806	-1083	-4239
380	-1071	2822	-721	-4415	-1080	-4058
381	-1312	2713	-646	-3560	-1279	-3929
382	-1589	2396	-484	-2850	-1442	-3786
383	-2069	2035	-258	-2252	-1539	-3609
384	-2237	1800	-161	-1785	-1523	-3450
385	-2491	1338	-248	-1348	-1484	-3201
386	-2969	894	-216	-1005	-1418	-3041
387	-3405	430	-277	-569	-1265	-2778
388	-3566	419	-178	-179	-1100	-2626
389	-3649	375	-185	283	-958	-2477
390	-3888	297	-274	841	-806	-2345
391	-4094	172	-298	1474	-657	-2215
