-1662,1446,-824,943,-914,585
-1605,1561,-1003,1053,-1029,778
-1563,1501,-934,1160,-1088,775
-1587,1455,-833,1198,-1150,772
-1625,1412,-726,1173,-1212,794
-1632,1404,-645,1082,-1278,844
-1638,1415,-658,961,-1339,909
-1647,1424,-668,846,-1397,961
-1669,1427,-710,737,-1433,992
-1688,1461,-714,657,-1461,993
-1757,1460,-722,589,-1480,977
-1869,1467,-707,534,-1477,940
-1938,1483,-678,494,-1462,877
-2012,1495,-698,474,-1430,801
-2038,1540,-690,476,-1383,704
-2039,1559,-686,499,-1334,600
-2032,1592,-704,541,-1273,494
-2014,1569,-694,596,-1166,313
-2038,1515,-640,577,-1087,206
-2022,1519,-582,385,-909,24
-2065,1619,-567,316,-864,39
-2071,1758,-530,303,-830,87
-1689,1814,-674,475,-598,7
-1518,1795,-779,529,-506,-99
-1377,1701,-858,556,-444,-219
-1341,1531,-843,524,-400,-298
-1365,1378,-820,416,-358,-334
-1429,1282,-827,284,-329,-326
-1528,1266,-836,157,-312,-288
-1616,1286,-880,77,-307,-217
-1654,1334,-916,58,-323,-141
-1708,1393,-948,92,-343,-63
-1728,1430,-990,153,-347,4
-1760,1459,-1052,225,-343,53
-1725,1413,-1000,317,-319,76
-1741,1377,-958,306,-302,74
-1740,1353,-916,236,-284,52
-1756,1343,-881,138,-273,24
-1787,1373,-888,34,-264,-18
-1797,1432,-870,-41,-258,-49
-1848,1476,-882,-88,-249,-84
-1902,1520,-886,-100,-237,-126
-2046,1646,-850,-50,-156,-236
-2131,1685,-795,63,11,-463
-2151,1696,-805,109,101,-640
-2167,1623,-824,112,161,-778
-2176,1541,-828,72,229,-894
-2192,1520,-811,8,300,-990
-2245,1495,-826,-52,370,-1089
-2275,1507,-819,-93,426,-1179
-2246,1491,-806,-104,498,-1260
-2209,1456,-827,-87,586,-1395
-2164,1398,-870,-68,624,-1481
-2170,1288,-875,-78,649,-1569
-2167,1250,-816,-112,671,-1631
-2122,1209,-762,-143,698,-1689
-2111,1189,-702,-171,722,-1736
-2091,1217,-664,-195,745,-1776
-2025,1234,-702,-211,751,-1801
-2008,1233,-704,-221,746,-1822
-1975,1219,-703,-235,740,-1829
-1916,1222,-746,-240,730,-1841
-1884,1227,-740,-227,711,-1847
-1859,1202,-726,-208,695,-1841
-1832,1194,-714,-186,668,-1838
-1848,1117,-809,-316,556,-1766
-1885,1180,-884,-294,508,-1679
-1895,1194,-904,-229,455,-1601
-1903,1168,-930,-181,427,-1546
-1887,1059,-945,-180,401,-1473
-1922,967,-937,-219,403,-1404
-1976,957,-941,-262,424,-1327
-1937,1037,-960,-260,443,-1192
-1897,1084,-1018,-218,459,-1095
-1836,1102,-1072,-133,460,-1008
-1842,1075,-1070,-61,450,-935
-1888,991,-1051,-14,448,-863
-1863,919,-1006,-8,455,-788
-1866,865,-968,-19,469,-695
-1797,828,-981,-53,480,-591
-1745,844,-1022,-68,472,-485
-1698,811,-1054,-82,454,-369
-1677,758,-1073,-88,404,-256
-1668,730,-1112,-110,333,-143
-1626,716,-1235,-170,134,71
-1640,858,-1304,-122,22,180
-1899,953,-987,420,-162,435
-1951,846,-917,455,-184,476
-1842,845,-985,341,-234,585
-1730,910,-1048,365,-272,638
-1637,923,-1091,421,-307,705
-1522,923,-1080,493,-331,789
-1458,918,-1067,551,-343,905
-1418,912,-1033,601,-362,1039
-1325,895,-1041,622,-389,1201
-1239,906,-1071,639,-417,1386
-1130,896,-1137,660,-446,1594
-921,837,-1224,640,-523,1973
-858,652,-1234,498,-532,2292
-799,453,-1338,209,-553,2665
-797,432,-1428,-131,-581,3020
-840,595,-1583,-720,-710,3683
-919,840,-1757,-1021,-835,4136
-1084,1320,-2069,-1174,-1057,4603
-1270,1581,-2282,-1219,-1320,5007
-1425,1877,-2332,-1225,-1633,5448
-1733,2335,-2462,-1113,-1961,5868
-4017,4187,-2209,426,-3202,6824
-5127,3579,-2005,588,-3506,6919
-8258,2397,-571,3,-3801,7333
-11425,1980,1099,-644,-3848,7256
-15431,70,2521,-1354,-3534,6498
-20277,-710,5888,-3789,-31,1720
-18261,759,9541,-4072,1940,590
-15163,2242,13962,-3287,3757,319
-10358,4154,20922,-1478,6167,645
-3370,3409,27509,2319,12184,1431
-519,3123,30059,3529,16309,1726
4000,3621,30334,4649,19322,1439
8241,3609,28743,5752,20315,848
-32768,-20185,19714,4286,18577,4591
-32768,-12840,-32768,103,1619,766
-32768,-4113,7345,1372,-492,-1837
11090,-2575,5965,-1551,1299,-473
5299,2857,-989,-1443,1028,-1237
1035,6936,-1298,719,76,-2024
910,268,5456,2654,974,-1482
51,-1516,1983,2367,1470,-764
-428,-990,199,539,1264,-362
-320,3167,-1636,-960,625,-813
-90,3915,-1611,-489,203,-1171
13,4110,-1576,680,-363,-1714
-32,3791,-1412,1509,-696,-2085
-116,3346,-1214,1972,-906,-2334
-137,2915,-973,2260,-1117,-2503
-241,2290,-859,2110,-1449,-2463
-418,2138,-889,1939,-1524,-2498
-501,2082,-909,1848,-1610,-2567
-582,2055,-838,1851,-1736,-2640
-720,1986,-693,1889,-1871,-2672
-831,1839,-653,1916,-2014,-2681
-886,1712,-645,1910,-2146,-2650
-988,1465,-663,1792,-2272,-2562
-1281,962,-811,1344,-2388,-2349
-1485,797,-892,909,-2378,-2204
-1614,790,-1056,467,-2315,-2059
-1718,848,-1165,161,-2253,-1934
-1842,940,-1206,-48,-2185,-1818
-1957,1135,-1311,-148,-1999,-1631
-2022,1188,-1311,-44,-1879,-1520
-2115,1069,-1376,582,-1625,-1137
-2208,971,-1343,744,-1590,-991
-2333,808,-1210,827,-1542,-855
-2360,668,-1115,833,-1483,-723
-2326,581,-1055,796,-1426,-579
-2260,536,-1044,749,-1356,-433
-2240,481,-1052,719,-1284,-301
-2243,441,-1063,701,-1212,-195
-2355,564,-936,693,-1066,101
-2402,581,-822,730,-1056,196
-2391,548,-731,770,-1042,247
-2390,508,-675,794,-1032,281
-2380,440,-668,760,-1021,293
-2392,419,-679,683,-1002,288
-2424,513,-655,536,-929,280
-2423,603,-593,450,-875,269
-2448,650,-554,362,-825,250
-2437,683,-538,290,-783,227
-2416,760,-539,239,-743,189
-2376,833,-556,214,-712,164
-2360,890,-587,209,-666,130
-2355,900,-606,203,-536,80
-2355,875,-587,126,-494,82
-2354,886,-605,39,-450,85
-2325,961,-659,1,-410,79
-2277,1071,-707,20,-360,57
-2221,1144,-752,90,-331,35
-2158,1135,-731,177,-304,22
-2108,1064,-713,216,-282,19
-2080,970,-688,200,-262,20
-2044,894,-687,115,-253,42
-2012,898,-674,5,-240,71
-2024,1253,-778,-47,-279,212
